,index,id_x,order_id,tariff_id_x,action_id,advcampaign_id,advcampaign_name,website_name,click_user_ip,click_user_referer,click_country_code,conversion_time,action,action_type,cart,status,processed,subid,subid1,subid2,subid3,subid4,payment_x,currency,keyword,comment,paid,promocode,click_date,action_date,closing_date,status_updated,id_y,tariff_id_y,datetime,amount,payment_y,rate,rate_id,percentage,product_url,product_id,product_image,product_name,product_category_id,product_category_name,id_y,tariff_id_y,datetime,amount,payment_y,rate,rate_id,percentage,product_url,product_id,product_image,product_name,product_category_id,product_category_name,id_y,tariff_id_y,datetime,amount,payment_y,rate,rate_id,percentage,product_url,product_id,product_image,product_name,product_category_id,product_category_name
198,198,1048751087,gpt-1070404488|course|4574326,16622,1048751087,22448,Udemy WW,Real Pricetracker,,,AR,1314,Paid course,sale,12.99,pending,0,tabm,,,,,1.04,USD,,,0,,4/24/2024 16:07,4/24/2024 16:29,,4/28/2024 13:23,1245622347,21660,4/24/2024 16:29,12.99,1.04,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,199,1047774256,15962.5958.80437,28955,1047774256,30956,Pdffiller Many Geos,Real Pricetracker,,,US,2557305,Sale,sale,144,pending,0,tabm,,,,,40,USD,,,0,,3/26/2024 0:17,4/24/2024 14:39,,4/24/2024 15:31,1244078379,63584,4/24/2024 14:39,144,40,40,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,200,1048750976,gpt-1070339094|course|5111328,16622,1048750976,22448,Udemy WW,Real Pricetracker,,,ES,610,Paid course,sale,16.04,pending,0,,,,,,1.28,USD,,,0,,4/24/2024 12:42,4/24/2024 12:53,,4/28/2024 13:23,1245622236,21660,4/24/2024 12:53,16.04,1.28,7.99,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,201,1048751146,gpt-1070319782|course|4957968,16622,1048751146,22448,Udemy WW,Real Pricetracker,,,ID,338,Paid course,sale,27.84,pending,0,tabm,,,,,2.23,USD,,,0,,4/24/2024 11:29,4/24/2024 11:35,,4/28/2024 13:23,1245622406,21660,4/24/2024 11:35,27.84,2.23,8.02,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,202,1048751135,gpt-1070319782|course|986016,16622,1048751135,22448,Udemy WW,Real Pricetracker,,,ID,338,Paid course,sale,8,pending,0,tabm,,,,,0.64,USD,,,0,,4/24/2024 11:29,4/24/2024 11:35,,4/28/2024 13:23,1245622396,21660,4/24/2024 11:35,8,0.64,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,203,1048751001,gpt-1070283696|course|1004034,16622,1048751001,22448,Udemy WW,Real Pricetracker,,,MX,2112,Paid course,sale,3.99,pending,0,tabm,,,,,0.32,USD,,,0,,4/24/2024 9:09,4/24/2024 9:45,,4/28/2024 13:23,1245622260,21660,4/24/2024 9:45,3.99,0.32,8.03,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,204,1048750980,gpt-1070283696|course|519442,16622,1048750980,22448,Udemy WW,Real Pricetracker,,,MX,2112,Paid course,sale,3.99,pending,0,tabm,,,,,0.32,USD,,,0,,4/24/2024 9:09,4/24/2024 9:45,,4/28/2024 13:23,1245622240,21660,4/24/2024 9:45,3.99,0.32,8.03,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,205,1048751032,gpt-1070217910|course|3612638,16622,1048751032,22448,Udemy WW,Real Pricetracker,,,BR,1120,Paid course,sale,5.83,pending,0,tabm,,,,,0.47,USD,,,0,,4/24/2024 4:09,4/24/2024 4:28,,4/28/2024 13:23,1245622291,21660,4/24/2024 4:28,5.83,0.47,8.07,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,206,1048743932,gpt-1070217910|course|2269618,16622,1048743932,22448,Udemy WW,Real Pricetracker,,,BR,1120,Paid course,sale,5.83,pending,0,tabm,,,,,0.47,USD,,,0,,4/24/2024 4:09,4/24/2024 4:28,,4/28/2024 12:23,1245613277,21660,4/24/2024 4:28,5.83,0.47,8.07,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,207,1048547939,gpt-1070183554|course|2827920,16622,1048547939,22448,Udemy WW,Real Pricetracker,,,CA,947,Paid course,sale,14.84,pending,0,tabm,,,,,1.19,USD,,,0,,4/24/2024 1:07,4/24/2024 1:23,,4/27/2024 13:24,1245290938,21660,4/24/2024 1:23,14.84,1.19,8.02,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,208,1048547971,gpt-1070180464|course|1921420,16622,1048547971,22448,Udemy WW,Real Pricetracker,,,CA,-1340,Paid course,sale,20.61,pending,0,tabm,,,,,1.65,USD,,,0,,4/24/2024 0:51,4/24/2024 0:29,,4/27/2024 13:24,1245290974,21660,4/24/2024 0:29,20.61,1.65,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,209,1048548108,gpt-1070074598|course|2411816,16622,1048548108,22448,Udemy WW,Real Pricetracker,,,BR,1485,Paid course,sale,4.82,pending,0,,,,,,0.39,USD,,,0,,4/23/2024 19:05,4/23/2024 19:30,,4/27/2024 13:24,1245291129,21660,4/23/2024 19:30,4.82,0.39,8.1,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,210,1048548180,gpt-1069959856|course|3931754,16622,1048548180,22448,Udemy WW,Real Pricetracker,,,GB,-686,Paid course,sale,16.04,pending,0,tabm,,,,,1.28,USD,,,0,,4/23/2024 14:39,4/23/2024 14:28,,4/27/2024 13:24,1245291207,21660,4/23/2024 14:28,16.04,1.28,7.99,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,211,1047503281,15962.5957.65904,28955,1047503281,30956,Pdffiller Many Geos,Real Pricetracker,,,US,2550604,Sale,sale,96,pending,0,tabm,,,,,40,USD,,,0,,3/25/2024 1:05,4/23/2024 13:35,,4/23/2024 14:31,1243653341,63584,4/23/2024 13:35,96,40,40,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,212,1047469242,81004850941,18868,1047469242,23488,The Derma Co [CPS] IN,Real Pricetracker,,,IN,72,Repeat User - Paid Order,sale,578.24,pending,0,aab,,,,,65.23,INR,,,0,,4/23/2024 10:00,4/23/2024 10:01,,4/23/2024 10:01,1243608904,25005,4/23/2024 10:01,578.24,65.23,11.28,642422,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,213,1048306710,gpt-1069741492|course|5535452,16622,1048306710,22448,Udemy WW,Real Pricetracker,,,BH,-1069,Paid course,sale,12.99,pending,0,tabm,,,,,1.04,USD,,,0,,4/23/2024 1:45,4/23/2024 1:28,,4/26/2024 13:24,1244900947,21660,4/23/2024 1:28,12.99,1.04,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,214,1047234410,479425445,14275,1047234410,21029,Ancestry US CA UK AU DE,Real Pricetracker,,,US,1248921,Conversion,sale,24.99,pending,0,tabm,,,,,3.57,USD,,,0,,4/8/2024 2:34,4/22/2024 13:30,,4/22/2024 14:23,1243201863,18508,4/22/2024 13:30,24.99,3.57,14.29,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,215,1047200766,479383614,14275,1047200766,21029,Ancestry US CA UK AU DE,Real Pricetracker,,,AU,17,Conversion,sale,0.58,pending,0,tabm,,,,,0.02,USD,,,0,,4/22/2024 10:10,4/22/2024 10:11,,4/22/2024 11:22,1243158735,18508,4/22/2024 10:11,0.58,0.02,3.45,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,216,1048025714,gpt-1069322878|course|1892532,16622,1048025714,22448,Udemy WW,Real Pricetracker,,,TR,1133,Paid course,sale,4,pending,0,tabm,,,,,0.32,USD,,,0,,4/22/2024 0:03,4/22/2024 0:22,,4/25/2024 13:24,1244471895,21660,4/22/2024 0:22,4,0.32,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,217,1048025724,gpt-1069314692|course|3228751,16622,1048025724,22448,Udemy WW,Real Pricetracker,,,BR,55,Paid course,sale,4.79,pending,0,tabm,,,,,0.38,USD,,,0,,4/21/2024 23:22,4/21/2024 23:23,,4/25/2024 13:24,1244471905,21660,4/21/2024 23:23,4.79,0.38,7.94,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,218,1048025737,gpt-1069297804|course|2473370,16622,1048025737,22448,Udemy WW,Real Pricetracker,,,BR,832,Paid course,sale,5.75,pending,0,tabm,,,,,0.46,USD,,,0,,4/21/2024 22:08,4/21/2024 22:22,,4/25/2024 13:24,1244471922,21660,4/21/2024 22:22,5.75,0.46,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,219,1047010666,15962.5955.489124,28955,1047010666,30956,Pdffiller Many Geos,Real Pricetracker,,,US,827,Sale,sale,,pending,0,,,,,,0,USD,,,0,,4/21/2024 20:32,4/21/2024 20:46,,4/21/2024 21:32,1242834352,63584,4/21/2024 20:46,0,0,0,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,220,1048025735,gpt-1069220006|course|117490,16622,1048025735,22448,Udemy WW,Real Pricetracker,,,SA,-1492,Paid course,sale,19.99,pending,0,tabm,,,,,1.6,USD,,,0,,4/21/2024 17:51,4/21/2024 17:27,,4/25/2024 13:24,1244471918,21660,4/21/2024 17:27,19.99,1.6,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,221,1048025732,gpt-1069220006|course|128298,16622,1048025732,22448,Udemy WW,Real Pricetracker,,,SA,-1492,Paid course,sale,15.99,pending,0,tabm,,,,,1.28,USD,,,0,,4/21/2024 17:51,4/21/2024 17:27,,4/25/2024 13:24,1244471915,21660,4/21/2024 17:27,15.99,1.28,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,222,1046764843,479290277,14275,1046764843,21029,Ancestry US CA UK AU DE,Real Pricetracker,,,US,92,Conversion,sale,39.99,pending,0,tabm,,,,,5.71,USD,,,0,,4/20/2024 18:55,4/20/2024 18:57,,4/20/2024 19:23,1242352659,18508,4/20/2024 18:57,39.99,5.71,14.28,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,223,1047758189,gpt-1068788216|course|4794338,16622,1047758189,22448,Udemy WW,Real Pricetracker,,,IT,-1314,Paid course,sale,13.85,pending,0,tabm,,,,,1.11,USD,,,0,,4/20/2024 16:48,4/20/2024 16:27,,4/24/2024 13:23,1244057347,21660,4/20/2024 16:27,13.85,1.11,8.02,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,224,1047758201,gpt-1068732998|course|2060517,16622,1047758201,22448,Udemy WW,Real Pricetracker,,,GB,928,Paid course,sale,18.54,pending,0,,,,,,1.48,USD,,,0,,4/20/2024 13:11,4/20/2024 13:27,,4/24/2024 13:23,1244057359,21660,4/20/2024 13:27,18.54,1.48,7.99,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,225,1047758186,gpt-1068735812|course|4412556,16622,1047758186,22448,Udemy WW,Real Pricetracker,,,GB,-1310,Paid course,sale,18.54,pending,0,,,,,,1.48,USD,,,0,,4/20/2024 13:48,4/20/2024 13:27,,4/24/2024 13:23,1244057344,21660,4/20/2024 13:27,18.54,1.48,7.99,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,226,1047758212,gpt-1068733948|course|2776760,16622,1047758212,22448,Udemy WW,Real Pricetracker,,,NL,-1021,Paid course,sale,15.98,pending,0,tabm,,,,,1.28,USD,,,0,,4/20/2024 13:40,4/20/2024 13:23,,4/24/2024 13:23,1244057370,21660,4/20/2024 13:23,15.98,1.28,8.02,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,227,1046717248,117218279,5200,1046717248,14627,Flipkart [CPS] IN,Real Pricetracker,,https://www.flipkart.com/,IN,108,New Customer,sale,18499,pending,0,gmg,,,,,0,INR,,,0,,4/20/2024 11:47,4/20/2024 11:49,,4/20/2024 12:32,1242290658,5686,4/20/2024 11:49,18499,0,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,228,1047758162,gpt-1068610060|course|5059176,16622,1047758162,22448,Udemy WW,Real Pricetracker,,,BR,-1118,Paid course,sale,4.79,pending,0,tabm,,,,,0.38,USD,,,0,,4/20/2024 3:45,4/20/2024 3:27,,4/24/2024 13:23,1244057321,21660,4/20/2024 3:27,4.79,0.38,7.94,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,229,1047495614,gpt-1068425880|course|3100064,16622,1047495614,22448,Udemy WW,Real Pricetracker,,,CO,1406,Paid course,sale,16.61,pending,0,tab,,,,,1.33,USD,,,0,,4/19/2024 17:05,4/19/2024 17:29,,4/23/2024 13:23,1243642855,21660,4/19/2024 17:29,16.61,1.33,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,230,1047495597,gpt-1068425880|course|3854238,16622,1047495597,22448,Udemy WW,Real Pricetracker,,,CO,1406,Paid course,sale,17.89,pending,0,tab,,,,,1.43,USD,,,0,,4/19/2024 17:05,4/19/2024 17:29,,4/23/2024 13:23,1243642839,21660,4/19/2024 17:29,17.89,1.43,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,231,1046350167,2.40419E+19,27281,1046350167,25369,Vevor Many GEOs,Real Pricetracker,,,US,169,Paid Order US,sale,52.24,pending,0,tabm,,,,,2.62,USD,,,0,VEVORSALE5,4/19/2024 8:37,4/19/2024 8:39,,4/19/2024 8:39,1241744717,37855,4/19/2024 8:39,52.24,2.62,5,515671,TRUE,https://www.vevor.com/co2-tank-c_12072/vevor-5-lbs-co2-tank-aluminum-gas-cylinder-brand-new-co2-cylinder-co2-tank-with-cga320-valve-for-draft-soda-beer-p_010270749366,BQGBL55CGA320BGB5V0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,232,1046331840,15962.5952.1111092,28955,1046331840,30956,Pdffiller Many Geos,Real Pricetracker,,,US,805,Sale,sale,,pending,0,tabm,,,,,0,USD,,,0,,4/19/2024 7:03,4/19/2024 7:16,,4/19/2024 7:29,1241610377,63584,4/19/2024 7:16,0,0,0,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,233,1047487686,gpt-1068208526|course|5220090,16622,1047487686,22448,Udemy WW,Real Pricetracker,,,PE,-955,Paid course,sale,10.65,pending,0,tabm,,,,,0.85,USD,,,0,,4/19/2024 6:45,4/19/2024 6:30,,4/23/2024 12:24,1243632722,21660,4/19/2024 6:30,10.65,0.85,7.99,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,234,1046325700,15962.5952.1054844,28955,1046325700,30956,Pdffiller Many Geos,Real Pricetracker,,,US,692,Sale,sale,,pending,0,tabm,,,,,0,USD,,,0,,4/19/2024 5:38,4/19/2024 5:50,,4/19/2024 6:30,1241603885,63584,4/19/2024 5:50,0,0,0,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,235,1047226731,gpt-1068142040|course|1917546,16622,1047226731,22448,Udemy WW,Real Pricetracker,,,BR,-745,Paid course,sale,4.76,pending,0,tabm,,,,,0.38,USD,,,0,,4/19/2024 0:47,4/19/2024 0:35,,4/22/2024 13:23,1243191648,21660,4/19/2024 0:35,4.76,0.38,7.99,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,236,1047226500,gpt-1068079058|course|1565838,16622,1047226500,22448,Udemy WW,Real Pricetracker,,,IL,1564,Paid course,sale,13.17,pending,0,tabm,,,,,1.05,USD,,,0,,4/18/2024 21:02,4/18/2024 21:29,,4/22/2024 13:23,1243191417,21660,4/18/2024 21:29,13.17,1.05,7.98,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,237,1047226550,gpt-1068074348|course|3873464,16622,1047226550,22448,Udemy WW,Real Pricetracker,,,AR,-1093,Paid course,sale,11.99,pending,0,tabm,,,,,0.96,USD,,,0,,4/18/2024 20:51,4/18/2024 20:33,,4/22/2024 13:23,1243191470,21660,4/18/2024 20:33,11.99,0.96,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,238,1047226605,gpt-1068071392|course|2094300,16622,1047226605,22448,Udemy WW,Real Pricetracker,,,BR,-389,Paid course,sale,4.76,pending,0,tabm,,,,,0.38,USD,,,0,,4/18/2024 20:38,4/18/2024 20:32,,4/22/2024 13:23,1243191521,21660,4/18/2024 20:32,4.76,0.38,7.99,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,239,1047226587,gpt-1068071392|course|1565838,16622,1047226587,22448,Udemy WW,Real Pricetracker,,,BR,-389,Paid course,sale,4.76,pending,0,tabm,,,,,0.38,USD,,,0,,4/18/2024 20:38,4/18/2024 20:32,,4/22/2024 13:23,1243191504,21660,4/18/2024 20:32,4.76,0.38,7.99,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,240,1047226739,gpt-1068062580|course|2617968,16622,1047226739,22448,Udemy WW,Real Pricetracker,,,ES,866,Paid course,sale,13.86,pending,0,tabm,,,,,1.11,USD,,,0,,4/18/2024 20:15,4/18/2024 20:30,,4/22/2024 13:23,1243191656,21660,4/18/2024 20:30,13.86,1.11,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,241,1045985518,15962.5951.1138659,28955,1045985518,30956,Pdffiller Many Geos,Real Pricetracker,,,US,641,Sale,sale,,pending,0,tabm,,,,,0,USD,,,0,,4/18/2024 6:01,4/18/2024 6:11,,4/18/2024 6:28,1241111019,63584,4/18/2024 6:11,0,0,0,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,242,1047226838,gpt-1067758884|course|4140050,16622,1047226838,22448,Udemy WW,Real Pricetracker,,,AU,-395,Paid course,sale,16.09,pending,0,tabm,,,,,1.28,USD,,,0,,4/18/2024 3:36,4/18/2024 3:30,,4/22/2024 13:23,1243191754,21660,4/18/2024 3:30,16.09,1.28,7.96,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,243,1046944731,gpt-1067724894|course|3427722,16622,1046944731,22448,Udemy WW,Real Pricetracker,,,BR,168,Paid course,sale,5.66,pending,0,,,,,,0.45,USD,,,0,,4/18/2024 0:25,4/18/2024 0:28,,4/21/2024 13:23,1242720422,21660,4/18/2024 0:28,5.66,0.45,7.96,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,244,1046944733,gpt-1067655284|course|1269500,16622,1046944733,22448,Udemy WW,Real Pricetracker,,,US,877,Paid course,sale,20.32,pending,0,tabm,,,,,1.63,USD,,,0,,4/17/2024 20:12,4/17/2024 20:27,,4/21/2024 13:23,1242720424,21660,4/17/2024 20:27,20.32,1.63,8.03,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,245,1046944723,gpt-1067655284|course|5811890,16622,1046944723,22448,Udemy WW,Real Pricetracker,,,US,877,Paid course,sale,14.97,pending,0,tabm,,,,,1.2,USD,,,0,,4/17/2024 20:12,4/17/2024 20:27,,4/21/2024 13:23,1242720414,21660,4/17/2024 20:27,14.97,1.2,8.02,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,246,1046944651,gpt-1067558650|course|1570206,16622,1046944651,22448,Udemy WW,Real Pricetracker,,,TR,-1800,Paid course,sale,15.38,pending,0,tabm,,,,,1.23,USD,,,0,,4/17/2024 15:58,4/17/2024 15:28,,4/21/2024 13:23,1242720342,21660,4/17/2024 15:28,15.38,1.23,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,247,1046723358,gpt-1067357790|course|42271,16622,1046723358,22448,Udemy WW,Real Pricetracker,,,DE,-1204,Paid course,sale,26.56,pending,0,tabm,,,,,2.12,USD,,,0,,4/17/2024 0:42,4/17/2024 0:22,,4/20/2024 13:23,1242298647,21660,4/17/2024 0:22,26.56,2.12,7.99,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,248,1046723316,gpt-1067319248|course|3050042,16622,1046723316,22448,Udemy WW,Real Pricetracker,,,BR,-1426,Paid course,sale,5.77,pending,0,tabm,,,,,0.46,USD,,,0,,4/16/2024 21:52,4/16/2024 21:29,,4/20/2024 13:23,1242298607,21660,4/16/2024 21:29,5.77,0.46,7.98,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,249,1046723305,gpt-1067319248|course|3349694,16622,1046723305,22448,Udemy WW,Real Pricetracker,,,BR,-1426,Paid course,sale,5.77,pending,0,tabm,,,,,0.46,USD,,,0,,4/16/2024 21:52,4/16/2024 21:29,,4/20/2024 13:23,1242298595,21660,4/16/2024 21:29,5.77,0.46,7.98,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,250,1046723297,gpt-1067319248|course|1784860,16622,1046723297,22448,Udemy WW,Real Pricetracker,,,BR,-1426,Paid course,sale,4.8,pending,0,tabm,,,,,0.38,USD,,,0,,4/16/2024 21:52,4/16/2024 21:29,,4/20/2024 13:23,1242298585,21660,4/16/2024 21:29,4.8,0.38,7.92,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,251,1046723287,gpt-1067319248|course|2169120,16622,1046723287,22448,Udemy WW,Real Pricetracker,,,BR,-1426,Paid course,sale,5.77,pending,0,tabm,,,,,0.46,USD,,,0,,4/16/2024 21:52,4/16/2024 21:29,,4/20/2024 13:23,1242298574,21660,4/16/2024 21:29,5.77,0.46,7.98,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,252,1045342895,4405.5949.883266,16070,1045342895,22143,Norton [CPS] WW,xocoupon,,,PL,698,Sale,sale,14.81,approved,1,tabm,,,,,22.4,USD,,,0,,4/16/2024 1:58,4/16/2024 2:10,5/15/2024,5/14/2024 12:38,1240130245,25639,4/16/2024 2:10,14.81,22.4,22.4,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,253,1045339021,15962.5949.728060,28955,1045339021,30956,Pdffiller Many Geos,Real Pricetracker,,,US,696,Sale,sale,,pending,0,tabm,,,,,0,USD,,,0,,4/16/2024 0:23,4/16/2024 0:35,,4/16/2024 1:28,1240126139,63584,4/16/2024 0:35,0,0,0,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,254,1046444660,gpt-1066957958|course|756150,16622,1046444660,22448,Udemy WW,Real Pricetracker,,,MX,-676,Paid course,sale,13.78,pending,0,tabm,,,,,1.1,USD,,,0,,4/16/2024 0:38,4/16/2024 0:27,,4/19/2024 13:24,1241849962,21660,4/16/2024 0:27,13.78,1.1,7.99,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,255,1046444764,gpt-1066926548|course|3873464,16622,1046444764,22448,Udemy WW,Real Pricetracker,,,BR,1500,Paid course,sale,5.84,pending,0,tabm,,,,,0.47,USD,,,0,,4/15/2024 23:04,4/15/2024 23:29,,4/19/2024 13:24,1241850067,21660,4/15/2024 23:29,5.84,0.47,8.05,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,256,1046444912,gpt-1066786982|course|355662,16622,1046444912,22448,Udemy WW,Real Pricetracker,,,US,286,Paid course,sale,17.11,pending,0,tabm,,,,,1.37,USD,,,0,,4/15/2024 17:24,4/15/2024 17:29,,4/19/2024 13:24,1241850215,21660,4/15/2024 17:29,17.11,1.37,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,257,1046444897,gpt-1066786982|course|1528302,16622,1046444897,22448,Udemy WW,Real Pricetracker,,,US,286,Paid course,sale,19.25,pending,0,tabm,,,,,1.54,USD,,,0,,4/15/2024 17:24,4/15/2024 17:29,,4/19/2024 13:24,1241850200,21660,4/15/2024 17:29,19.25,1.54,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,258,1046444882,gpt-1066786982|course|450918,16622,1046444882,22448,Udemy WW,Real Pricetracker,,,US,286,Paid course,sale,19.25,pending,0,tabm,,,,,1.54,USD,,,0,,4/15/2024 17:24,4/15/2024 17:29,,4/19/2024 13:24,1241850185,21660,4/15/2024 17:29,19.25,1.54,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,259,1046444865,gpt-1066786982|course|5849056,16622,1046444865,22448,Udemy WW,Real Pricetracker,,,US,286,Paid course,sale,13.9,pending,0,tabm,,,,,1.11,USD,,,0,,4/15/2024 17:24,4/15/2024 17:29,,4/19/2024 13:24,1241850169,21660,4/15/2024 17:29,13.9,1.11,7.99,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,260,1046444840,gpt-1066786982|course|4142272,16622,1046444840,22448,Udemy WW,Real Pricetracker,,,US,286,Paid course,sale,13.9,pending,0,tabm,,,,,1.11,USD,,,0,,4/15/2024 17:24,4/15/2024 17:29,,4/19/2024 13:24,1241850146,21660,4/15/2024 17:29,13.9,1.11,7.99,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,261,1046444819,gpt-1066786982|course|4987788,16622,1046444819,22448,Udemy WW,Real Pricetracker,,,US,286,Paid course,sale,16.04,pending,0,tabm,,,,,1.28,USD,,,0,,4/15/2024 17:24,4/15/2024 17:29,,4/19/2024 13:24,1241850121,21660,4/15/2024 17:29,16.04,1.28,7.99,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,262,1046444793,gpt-1066786982|course|3519748,16622,1046444793,22448,Udemy WW,Real Pricetracker,,,US,286,Paid course,sale,16.04,pending,0,tabm,,,,,1.28,USD,,,0,,4/15/2024 17:24,4/15/2024 17:29,,4/19/2024 13:24,1241850098,21660,4/15/2024 17:29,16.04,1.28,7.99,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,263,1046444747,gpt-1066793112|course|3959106,16622,1046444747,22448,Udemy WW,Real Pricetracker,,,BR,-591,Paid course,sale,5.84,pending,0,tabm,,,,,0.47,USD,,,0,,4/15/2024 17:37,4/15/2024 17:28,,4/19/2024 13:24,1241850053,21660,4/15/2024 17:28,5.84,0.47,8.05,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,264,1045248774,15962.5949.134479,28955,1045248774,30956,Pdffiller Many Geos,Real Pricetracker,,,US,636,Sale,sale,,pending,0,tabm,,,,,0,USD,,,0,,4/15/2024 16:01,4/15/2024 16:12,,4/15/2024 16:29,1240021879,63584,4/15/2024 16:12,0,0,0,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,265,1045111143,232438384,24198,1045111143,26224,EaseUS [CPS] WW,xocoupon,,,US,67968,Sales,sale,14.95,pending,0,tabm,,,,,2.7,USD,,,0,,4/14/2024 12:50,4/15/2024 7:43,,4/15/2024 8:25,1239868697,32707,4/15/2024 7:43,14.95,2.7,18.07,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
